file_id,filepath,transcript,emotion,label
OAF_size_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_size_neutral.wav,say the word size,neutral,4
OAF_join_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_join_happy.wav,say the word join,happy,3
OAF_note_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_note_fear.wav,say the word note,fear,2
YAF_rough_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_rough_fear.wav,say the word rough,fear,2
YAF_germ_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_germ_neutral.wav,say the word germ,neutral,4
YAF_tire_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_tire_neutral.wav,say the word tire,neutral,4
YAF_rag_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_rag_fear.wav,say the word rag,fear,2
YAF_door_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_door_ps.wav,say the word door,surprise,6
YAF_pike_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_pike_sad.wav,say the word pike,sad,5
YAF_jar_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_jar_happy.wav,say the word jar,happy,3
OAF_thumb_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_disgust\OAF_thumb_disgust.wav,say the word thumb,disgust,1
OAF_doll_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_doll_sad.wav,say the word doll,sad,5
YAF_room_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_room_ps.wav,say the word room,surprise,6
OAF_dip_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_disgust\OAF_dip_disgust.wav,say the word dip,disgust,1
YAF_ripe_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_ripe_sad.wav,say the word ripe,sad,5
YAF_lean_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_lean_disgust.wav,say the word lean,disgust,1
YAF_size_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_size_sad.wav,say the word size,sad,5
YAF_gas_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_gas_neutral.wav,say the word gas,neutral,4
OAF_chat_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_chat_angry.wav,say the word chat,angry,0
OAF_rose_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_rose_ps.wav,say the word rose,surprise,6
YAF_haze_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_haze_neutral.wav,say the word haze,neutral,4
OAF_reach_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_reach_ps.wav,say the word reach,surprise,6
OAF_sheep_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_sheep_angry.wav,say the word sheep,angry,0
OAF_rose_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_rose_happy.wav,say the word rose,happy,3
YAF_love_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_love_angry.wav,say the word love,angry,0
OAF_cheek_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_cheek_neutral.wav,say the word cheek,neutral,4
YAF_merge_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_merge_neutral.wav,say the word merge,neutral,4
YAF_road_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_road_happy.wav,say the word road,happy,3
YAF_fall_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_fall_neutral.wav,say the word fall,neutral,4
OAF_thought_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_thought_neutral.wav,say the word thought,neutral,4
OAF_said_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_said_angry.wav,say the word said,angry,0
YAF_lose_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_lose_neutral.wav,say the word lose,neutral,4
OAF_far_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_far_sad.wav,say the word far,sad,5
YAF_burn_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_burn_disgust.wav,say the word burn,disgust,1
YAF_yearn_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_yearn_sad.wav,say the word yearn,sad,5
OAF_dog_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_dog_sad.wav,say the word dog,sad,5
YAF_home_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_home_neutral.wav,say the word home,neutral,4
YAF_pearl_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_pearl_happy.wav,say the word pearl,happy,3
YAF_deep_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_deep_sad.wav,say the word deep,sad,5
OAF_witch_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_witch_fear.wav,say the word witch,fear,2
YAF_rush_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_rush_ps.wav,say the word rush,surprise,6
YAF_whip_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_whip_fear.wav,say the word whip,fear,2
YAF_gin_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_gin_neutral.wav,say the word gin,neutral,4
OAF_yes_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_yes_fear.wav,say the word yes,fear,2
YAF_tool_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_tool_happy.wav,say the word tool,happy,3
YAF_far_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_far_ps.wav,say the word far,surprise,6
YAF_have_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_have_neutral.wav,say the word have,neutral,4
OAF_reach_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_reach_fear.wav,say the word reach,fear,2
YAF_numb_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_numb_happy.wav,say the word numb,happy,3
YAF_limb_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_limb_angry.wav,say the word limb,angry,0
YAF_perch_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_perch_fear.wav,say the word perch,fear,2
OAF_germ_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_germ_angry.wav,say the word germ,angry,0
OAF_juice_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_juice_ps.wav,say the word juice,surprise,6
OAF_knock_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_knock_fear.wav,say the word knock,fear,2
YAF_shirt_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_shirt_disgust.wav,say the word shirt,disgust,1
OAF_fall_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_fall_neutral.wav,say the word fall,neutral,4
OAF_chain_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_chain_sad.wav,say the word chain,sad,5
OAF_live_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_live_fear.wav,say the word live,fear,2
OAF_wire_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_wire_angry.wav,say the word wire,angry,0
OAF_ring_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_ring_angry.wav,say the word ring,angry,0
YAF_cab_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_cab_happy.wav,say the word cab,happy,3
OAF_voice_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_voice_angry.wav,say the word voice,angry,0
OAF_sail_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_sail_neutral.wav,say the word sail,neutral,4
YAF_limb_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_limb_neutral.wav,say the word limb,neutral,4
YAF_lease_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_lease_ps.wav,say the word lease,surprise,6
YAF_dip_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_dip_neutral.wav,say the word dip,neutral,4
OAF_young_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_young_fear.wav,say the word young,fear,2
OAF_laud_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_disgust\OAF_laud_disgust.wav,say the word laud,disgust,1
OAF_met_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_met_fear.wav,say the word met,fear,2
YAF_goal_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_goal_fear.wav,say the word goal,fear,2
OAF_sour_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_sour_happy.wav,say the word sour,happy,3
OAF_road_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_disgust\OAF_road_disgust.wav,say the word road,disgust,1
OAF_love_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_love_sad.wav,say the word love,sad,5
OAF_sure_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_sure_happy.wav,say the word sure,happy,3
YAF_dab_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_dab_fear.wav,say the word dab,fear,2
YAF_king_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_king_ps.wav,say the word king,surprise,6
OAF_gas_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_gas_sad.wav,say the word gas,sad,5
OAF_chair_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_chair_fear.wav,say the word chair,fear,2
OAF_sheep_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_sheep_neutral.wav,say the word sheep,neutral,4
OAF_shout_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_shout_angry.wav,say the word shout,angry,0
YAF_phone_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_phone_disgust.wav,say the word phone,disgust,1
YAF_chief_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_chief_sad.wav,say the word chief,sad,5
YAF_dime_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_dime_neutral.wav,say the word dime,neutral,4
YAF_search_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_search_fear.wav,say the word search,fear,2
OAF_reach_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_reach_angry.wav,say the word reach,angry,0
OAF_life_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_life_neutral.wav,say the word life,neutral,4
OAF_dead_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dead_ps.wav,say the word dead,surprise,6
OAF_wash_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_wash_sad.wav,say the word wash,sad,5
YAF_shout_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_shout_ps.wav,say the word shout,surprise,6
OAF_yearn_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_yearn_sad.wav,say the word yearn,sad,5
OAF_rag_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_rag_fear.wav,say the word rag,fear,2
YAF_dodge_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_dodge_ps.wav,say the word dodge,surprise,6
YAF_chalk_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_chalk_sad.wav,say the word chalk,sad,5
OAF_dog_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_dog_fear.wav,say the word dog,fear,2
OAF_bar_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bar_ps.wav,say the word bar,surprise,6
YAF_peg_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_peg_angry.wav,say the word peg,angry,0
YAF_ripe_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_ripe_happy.wav,say the word ripe,happy,3
OAF_learn_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_learn_happy.wav,say the word learn,happy,3
YAF_bone_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_bone_fear.wav,say the word bone,fear,2
YAF_knock_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_knock_angry.wav,say the word knock,angry,0
YAF_pike_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_pike_happy.wav,say the word pike,happy,3
YAF_gin_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_gin_happy.wav,say the word gin,happy,3
OAF_thin_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_thin_sad.wav,say the word thin,sad,5
OAF_fat_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_fat_ps.wav,say the word fat,surprise,6
OAF_lot_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_lot_ps.wav,say the word lot,surprise,6
OAF_bite_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_bite_sad.wav,say the word bite,sad,5
YAF_back_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_back_happy.wav,say the word back,happy,3
YAF_should_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_should_happy.wav,say the word should,happy,3
OAF_death_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_death_fear.wav,say the word death,fear,2
YAF_mess_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_mess_happy.wav,say the word mess,happy,3
OAF_ripe_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_disgust\OAF_ripe_disgust.wav,say the word ripe,disgust,1
OAF_chain_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_chain_happy.wav,say the word chain,happy,3
YAF_shirt_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_shirt_sad.wav,say the word shirt,sad,5
OAF_pass_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_pass_fear.wav,say the word pass,fear,2
YAF_kite_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_kite_fear.wav,say the word kite,fear,2
YAF_wife_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_wife_happy.wav,say the word wife,happy,3
OAF_note_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_note_ps.wav,say the word note,surprise,6
YAF_hall_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_hall_neutral.wav,say the word hall,neutral,4
YAF_book_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_book_ps.wav,say the word book,surprise,6
YAF_door_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_door_fear.wav,say the word door,fear,2
OAF_long_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_long_sad.wav,say the word long,sad,5
YAF_ring_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_ring_neutral.wav,say the word ring,neutral,4
OAF_death_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_death_sad.wav,say the word death,sad,5
OAF_tell_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_tell_fear.wav,say the word tell,fear,2
OAF_time_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_time_sad.wav,say the word time,sad,5
YAF_choice_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_choice_disgust.wav,say the word choice,disgust,1
YAF_sure_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_sure_neutral.wav,say the word sure,neutral,4
OAF_book_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_book_angry.wav,say the word book,angry,0
OAF_page_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_page_happy.wav,say the word page,happy,3
OAF_date_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_date_angry.wav,say the word date,angry,0
YAF_match_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_match_angry.wav,say the word match,angry,0
YAF_mouse_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_mouse_neutral.wav,say the word mouse,neutral,4
YAF_have_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_have_disgust.wav,say the word have,disgust,1
OAF_peg_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_peg_sad.wav,say the word peg,sad,5
YAF_shawl_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_shawl_disgust.wav,say the word shawl,disgust,1
OAF_ripe_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_ripe_fear.wav,say the word ripe,fear,2
YAF_ton_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_ton_angry.wav,say the word ton,angry,0
YAF_tire_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_tire_sad.wav,say the word tire,sad,5
YAF_chat_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_chat_neutral.wav,say the word chat,neutral,4
YAF_knock_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_knock_ps.wav,say the word knock,surprise,6
OAF_room_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_room_fear.wav,say the word room,fear,2
OAF_numb_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_numb_sad.wav,say the word numb,sad,5
YAF_thin_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_thin_fear.wav,say the word thin,fear,2
OAF_juice_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_disgust\OAF_juice_disgust.wav,say the word juice,disgust,1
OAF_keep_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_keep_ps.wav,say the word keep,surprise,6
YAF_tough_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_tough_angry.wav,say the word tough,angry,0
YAF_date_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_date_angry.wav,say the word date,angry,0
OAF_void_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_void_sad.wav,say the word void,sad,5
YAF_bean_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_bean_neutral.wav,say the word bean,neutral,4
OAF_bar_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_bar_sad.wav,say the word bar,sad,5
YAF_sure_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_sure_happy.wav,say the word sure,happy,3
YAF_juice_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_juice_ps.wav,say the word juice,surprise,6
YAF_get_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_get_angry.wav,say the word get,angry,0
YAF_far_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_far_disgust.wav,say the word far,disgust,1
OAF_sour_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_sour_angry.wav,say the word sour,angry,0
YAF_late_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_late_ps.wav,say the word late,surprise,6
OAF_back_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_back_ps.wav,say the word back,surprise,6
OAF_beg_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_beg_neutral.wav,say the word beg,neutral,4
YAF_void_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_void_sad.wav,say the word void,sad,5
OAF_lease_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_lease_angry.wav,say the word lease,angry,0
OAF_germ_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_germ_happy.wav,say the word germ,happy,3
